"","Control_3","Control_4","Control_7","Control_9","Control_13","FCDI_1","FCDI_2","FCDI_3","FCDI_4","FCDI_5","FCDII_1","FCDII_2","FCDII_3","FCDII_4","FCDII_5","FCDII_6","FCDII_12","FCDII_14","FCDII_15","FCDII_16","FCDII_17","FCDII_18","FCDIII_2","FCDIII_4","FCDIII_5","HME_1","HME_2","HME_3","HME_11","HME_12","HME_13","HME_14","TSC_1","TSC_2","TSC_5"
"DNAJC12",15376,NA,NA,NA,NA,NA,NA,NA,NA,NA,3590.97,NA,NA,NA,NA,NA,NA,NA,7456.63,NA,NA,NA,7554.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8825.64,NA
"DNAJC13",203511,196539,237585,153220,200049,270644,215272,295680,294045,300123,183795,237485,227540,362252,250084,301054,215166,225885,295770,285784,311283,293353,253945,184952,207915,116262,171664,313021,162108,336970,443725,318249,218533,202676,336830
"DNAJC16",NA,NA,31513.2,NA,26826.6,36714.9,27544.5,NA,28239.8,NA,25660,30560.5,29700.6,42914.7,NA,26401.3,23800.6,NA,23280.5,NA,NA,NA,28365.4,NA,NA,NA,29010,24351.6,NA,NA,32062.2,34423.9,NA,NA,33104.6
"DNAJC17",NA,NA,33931.5,16727.8,NA,NA,41474.5,35239.2,59573.8,34122.8,25390.2,41708.2,NA,54122.9,107097,45625.8,NA,NA,38142.5,29272.4,NA,28325.2,48371.9,45780,21677.8,NA,NA,NA,21275.8,51499.8,NA,44710.9,NA,19748.5,59037.1
"DNAJC19",NA,NA,250954,321547,NA,232836,313802,168894,225557,225434,276909,186282,NA,222592,116164,231089,266960,158191,191189,187229,214121,141909,278193,329103,167672,202848,309182,NA,222693,247166,NA,251414,135726,125365,187007
"DNAJC2",14125,22344.2,10861.1,15113.2,NA,12820.3,NA,12385.3,12962.1,9447.39,10698.8,10123.3,NA,8604.86,9520.96,10248,13637.9,NA,15880.6,10075,13253,15223.2,9098.91,7672.41,NA,NA,8634.61,NA,NA,9251.54,16677.7,14410.6,10837.2,8115.98,8299.59
"DNAJC25;GNG10",16230.3,NA,34174.7,21090.2,NA,NA,NA,9936.1,NA,NA,14431.1,21947.2,NA,NA,27296.7,7283.46,NA,15294.8,4728.53,NA,NA,11665.3,10194.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8866.98,NA
"DNAJC27",6138.02,NA,13935.3,NA,8498.65,15371.3,28882.9,NA,19781.3,26375.7,19858.4,17401.2,NA,23802.7,NA,9815.41,NA,NA,23074.4,11117,NA,NA,17533,NA,NA,NA,11513.5,NA,NA,38136,26384.1,29057.1,13061.5,NA,24790.9
"DNAJC3",156216,69214.1,94226.3,116903,54281.2,82631.4,104793,111910,101567,116083,112556,118643,89994.6,97576.5,170920,103515,87156.1,122418,117006,113344,92172.8,219177,86559,93606,87294.2,99277.4,117610,77499.6,200894,80315.9,81789.5,118821,129326,136893,93877.1
"DNAJC30",26737.8,48628.2,58505,63096.3,40069.3,59781.1,79488.2,59866.6,46685.5,40592.9,73081.9,62063.1,NA,39365.9,34410.2,60674.5,54294.4,48287.2,59633.6,42606.7,74387.4,44084.5,83738.5,52409.4,NA,30943.2,46311.6,35282.1,38502.5,48936.6,40460.4,60068.4,37128.1,30766.4,49316.3
"DNAJC5",15797800,3093270,2422940,3151370,3452730,2691270,2467200,1004950,1400980,1442530,2830290,1745710,1529100,1302200,509695,1569200,3205840,1172270,963453,1604080,1626950,585350,2827400,2657370,1624660,1729690,1436150,2436250,1406260,2143680,1826250,1148690,1324870,1112560,1258590
"DNAJC6",1797370,1504180,1742030,1693150,1995690,1936700,1635950,1494170,1587720,1507260,1689160,1595800,1164270,1472980,1015030,1339490,2109730,1704150,1495650,1567190,1532500,892158,1994900,1287170,1428560,1238220,997721,1197200,832853,1347430,1330600,1157270,1621610,597831,1286850
"DNAJC7",104761,101647,266704,319740,113738,243158,259648,300009,235692,272774,272798,314777,267009,244246,389982,230718,227204,298036,341967,340290,201597,348207,226169,309075,274797,364324,255449,277126,234166,176419,216076,272811,316173,283485,258601
"DNAJC8",70950.2,30538.7,147295,174961,55669.8,150022,142794,132393,93416.4,170950,174535,159848,76327.7,114888,189417,129154,123524,207197,141746,129207,99627.2,135537,123774,204340,154021,283568,132578,133957,156079,145957,81221.2,136181,197164,106994,107667
"DNAL1",NA,NA,68775.9,75914.5,NA,77246.5,68283.1,75058.8,72525,58240.1,66841.9,74986.9,NA,78341.2,94253.6,68188.9,44307.2,53295.2,69821,58726.1,91112.6,75012.1,63875.3,98415.2,54005.1,45630.5,85283.6,NA,84661.1,60956.4,NA,111520,23041.4,86905.8,91529.2
"DNAL4",NA,28003.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10262.3,NA,NA
"DNASE1L1",132738,46670.1,182582,NA,NA,NA,NA,NA,167992,69604.2,83706.6,79217.1,NA,NA,125743,145270,NA,NA,180370,NA,155999,NA,237057,NA,NA,NA,NA,232764,NA,110549,NA,NA,9824.41,64768.7,NA
"DNASE1L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DNASE1L3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DNASE2",NA,NA,12981.3,21628.5,NA,8952.59,12402.2,NA,NA,NA,20250,27847.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,14886.5,NA,NA,NA,NA,10700.7,NA,24145.3,NA,NA,NA,NA,44782.3,NA
"DNER",32464.4,29012.6,16931.9,28197.5,NA,15555.1,16852.8,13504.2,21659.4,12795.6,16701.6,20736.4,NA,20603.7,7497.25,13342,NA,NA,16629.5,NA,10892.9,22920.1,8167.2,NA,NA,NA,11766.8,16476.8,38929.5,14122.3,NA,11154.4,NA,40087.9,8248.59
"DNLZ",17238.5,NA,NA,4293.16,7674.62,NA,NA,7117.49,NA,NA,NA,3476.54,9589.75,NA,5127.15,7477.15,NA,NA,NA,NA,9507.45,NA,8891.25,NA,NA,NA,7278.56,NA,NA,21769.6,6449.68,NA,NA,5007.76,6218.72
"DNM1",14215300,16455200,16048200,17753400,21880100,17930200,15929200,17286800,20599400,15559700,17556800,15739700,12835600,11499700,8192970,16724800,22880000,14499400,15412800,16587000,16255000,9438230,21965000,14850900,14403200,14644300,11162400,12835300,4109090,10928100,11908700,12954000,13851300,5623700,12642800
"DNM1L",2016470,2031470,3686000,4223330,2615180,3433080,3754530,3374860,4217030,3800840,3587330,3670620,2637670,3433660,2108750,3536760,4166790,2605530,2959660,3359000,4003180,1910560,3446220,5072210,2696710,3509810,3122480,2467890,2613230,3403080,2976400,3677610,2536220,1996150,3078000
"DNM2",3600800,6321680,6686640,5544200,5815150,5077570,3985340,6302360,6129790,4581860,6221440,6456050,6311760,4410450,9146750,4866180,5474450,7848570,6089050,6092140,5779660,5788600,5916840,3789800,7297720,7275210,3769360,4341330,4066560,4131990,3696450,4335590,7917900,4992840,5401540
"DNM3",8294610,9639720,13269800,11649400,13867900,11924700,10720700,11434400,11300500,10334900,12048000,10221200,8195000,10047600,7906730,10497100,13178600,10236800,9581120,11109500,12812600,7116060,14437300,8629340,9932020,10170200,10400000,9061770,3410090,8318020,8573440,10915900,10514700,4007110,9922840
"DNMT1",48856.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50365.2,75555.4,NA,NA,NA,NA,NA,NA,NA,50842.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DNPEP",674537,481741,307094,314429,293027,274745,286171,283878,366485,264982,298263,352286,453442,244499,591242,371819,301769,366484,406020,285642,261948,467775,349140,232800,376956,374189,339688,335533,418668,272094,278148,229378,350134,866800,290097
"DNPH1",691267,290015,552566,1156660,451920,760955,909313,409083,558328,680112,872063,626466,670993,554511,766899,687267,814793,702459,446778,501695,367706,769831,623435,988368,1050800,934630,722282,195794,1210240,917125,359601,584627,671102,1831010,623038
"DOC2A",402589,374215,255458,242128,410383,365644,368802,407863,444556,377732,252979,247267,245067,304653,213969,310509,390095,195057,449429,367763,358664,191006,381260,222746,342373,179572,301177,358630,334514,319027,417136,367640,209033,155390,252336
"DOCK1",NA,120139,73030.4,67591.6,36447.6,51047.9,53902,74463.3,47638.1,53738.8,65464.5,76782.4,116901,43347.3,189795,46925.4,37604.1,143192,59154.2,73009.3,52839.2,128387,64716.3,38498.8,109247,78255.2,38431.1,35419.1,64378.4,43418,35273.4,37552.6,148272,98129.8,68434.7
"DOCK10",67990.3,126970,51018.5,97252.8,53350.5,43136.2,51751.5,87054.9,58356.1,48876,82609.3,92652.4,62271.3,48208.9,93936.6,50116.4,74137.4,82762.7,62354.6,69752.5,85282,84094.9,72328.5,37476.6,63958.5,68738.4,38435.1,46105.8,88751.1,52938.7,39100.2,41611,77961.2,72352.9,45122.8
"DOCK11",NA,NA,NA,NA,NA,NA,NA,7518.45,NA,NA,12552.4,NA,NA,10872.5,NA,NA,NA,NA,9794.44,NA,NA,19603,NA,NA,NA,NA,NA,NA,NA,13718.6,6619.49,14946.2,NA,18735.2,8062.35
"DOCK2",NA,33172,18887.6,15398.5,31020.7,NA,31961.2,34958.9,32107.3,22043.8,29003.8,41552,47397.1,21245.7,58870.9,28342,NA,NA,31247.1,30929.3,NA,50092.4,22409.6,NA,33554.8,NA,22286.4,NA,NA,NA,21897.5,18188.5,18249.5,38333.5,20489.5
"DOCK3",51130.4,70895.5,118234,71386.5,69851.6,129893,120871,99328.6,92003.7,101390,88380.5,120550,70753.5,142695,52284.6,99862.9,66933.8,80634.8,65947.3,89804.3,139481,41943.5,95333.5,76249.4,71687.6,38976.7,76858.3,80270.9,33331.7,77442.9,115454,110845,82363.9,38422,126849
"DOCK4",102474,228224,262059,186428,173278,249597,223133,237414,174639,208569,205024,235427,302907,230739,323916,198134,161375,270914,218059,225063,315200,228112,215938,147893,228123,183888,171121,158219,81288.6,219504,195020,184147,279700,172911,264774
"DOCK5",NA,93366.9,52788.4,75778,NA,24706.7,NA,71263.9,NA,16830.3,57592.4,66928.1,80788.4,NA,149321,NA,NA,150462,29363.6,63775.7,NA,35365.6,38160.7,21931.9,73787.8,85863.1,NA,NA,NA,NA,NA,NA,143963,NA,17689.6
"DOCK6",NA,39645.7,56006,NA,NA,NA,NA,55657.6,49260.4,NA,NA,29089.7,64895.1,60016.2,219589,67315.2,NA,NA,77077.6,40628.6,NA,141644,NA,NA,50760,NA,NA,NA,NA,NA,70404.6,NA,NA,54259.4,74651.6
"DOCK7",36494.8,43512.1,51989.6,26229.2,41847.1,48091.6,49373.7,53287.2,61432.8,60928.3,26188.9,39512.4,78442.3,80104.2,66489.2,74313.4,35004.3,42363.4,59345.8,52267.6,80522.6,80915.1,47139.7,29265.9,47761.7,NA,41626.7,78577.3,NA,73929.7,78106.1,78130.9,46071.8,73262.7,68546.9
"DOCK8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6689.31,NA,4872.87,NA,NA,NA,4303.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK9",194088,235765,172098,182681,181707,174914,204156,212514,241131,184374,203203,176384,172369,237271,145122,208763,223263,149561,194538,190698,209967,144463,188347,108995,190390,97394.4,184756,236425,125187,251249,214751,262270,146974,122894,177229
"DOHH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOK3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOLK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7144.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23518.6,NA,8245.77,NA,NA,NA,NA,NA,NA
"DOLPP1",63869.3,188410,106158,86075.3,32045.2,98678.7,34152.5,113235,58926,113344,107860,111591,71928.3,104375,73790,62355.9,91188.6,112079,82251.5,82845.6,97999.1,77664.7,75269.8,37860.5,84653.6,NA,131427,118816,185664,165107,77555,134106,115683,117659,60448.7
"DOP1A",19183.6,NA,34373.3,24632.2,30966.8,29493.3,37681.4,34208.1,67073.7,29769.1,28819.7,45756.3,22316.9,58446.1,31929,49139.1,30587.6,NA,32831.9,38156.9,55571.7,NA,70836.3,28925.9,21359.9,NA,28723.4,27375.7,20822.1,22513.5,30114,35568.2,NA,16524.9,65878
"DOP1B",NA,8945.93,16375.8,9366.16,7200.41,11798.3,8724.32,11133.2,10904.1,10526,10236.1,16004.5,7071.68,11770,8785.12,8967.42,7289.01,NA,10337.3,9267.58,16168.7,NA,11341,NA,NA,NA,24314.3,16587.9,10852,16170,10164.9,11134.2,NA,12382.4,14280.2
"DPAGT1",NA,NA,NA,16189,NA,20332.2,13136.5,18880.3,15808.8,18355.7,NA,13892.4,NA,17937.4,27048.9,13729.5,12718,20899.3,NA,8799.19,NA,22767.7,22505,20048.6,NA,NA,13686.7,NA,16166.9,15384.3,10287.7,21726.9,22419,NA,19771
"DPCD",NA,NA,14509.5,6958.93,NA,NA,10868.4,13995.6,15919.9,15334.5,9585.42,NA,11482.9,11498,18691.5,14624.3,12039.1,14306.9,14246.5,NA,26970.1,19547.6,NA,NA,7025.7,NA,9720,NA,NA,NA,11993.8,22366.4,9440.11,9647.15,17315.5
"DPF1",NA,NA,9745.91,4902.65,NA,9673.37,11754.8,NA,NA,13365.9,4940.03,NA,NA,20743.1,NA,12938.6,NA,NA,5750.22,NA,NA,NA,9243.39,NA,NA,NA,NA,13063.5,NA,8511.17,NA,12831.4,NA,NA,9863.71
"DPF2",NA,7090.22,NA,NA,NA,5869.76,NA,NA,NA,NA,NA,NA,NA,NA,9102.62,NA,NA,NA,NA,NA,NA,NA,NA,9106.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DPH1",24999.6,44497.4,52406.5,40799,31235.5,NA,45451.9,47976.4,NA,55044.8,NA,30024.3,37936.6,66549.8,59919.6,50305.5,30883.9,39277.9,54795.4,36205.9,NA,NA,52638.7,NA,42289,47003.4,NA,31532.6,28089.4,47623,51096.3,48460.3,43028.3,13757.5,52678.4
"DPH2",16749.1,18734.4,10618,8399.03,NA,9593.08,NA,11725.3,10099.9,11869,13933.3,11080.6,12642.7,14779.2,11089.2,11306.3,14119.7,NA,11253.7,11972.9,9866.83,14068.1,10002,8726.28,14655.3,NA,NA,17377.4,16596.6,14285.2,19585,NA,NA,11775.2,11239.3
